Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=3bb3b5648ace284c,Project Manager (Busan),인터커넥션 부산,,"appropriately utilized, and short and long term schedules and goals are achieved. Experience with communications..."
https://kr.indeed.com/viewjob?jk=f51c58f2b1431fbb,Supply Management Officer,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=3a971b518fef36bf,Application Scientist,Oxford Instruments Plc 서울,,partners and market conditions consistent... long- term goals... company. Carry out customer demonstrations...
https://kr.indeed.com/viewjob?jk=0998ca1b08c53803,[미디어텍코리아] Sales Account Manager,미디어텍코리아 성남 분당구,,proactive/strategic approach and maintain on-going biz for long- term partnership with clients. 3. Manage biz proposal/FCST...
https://kr.indeed.com/viewjob?jk=25ea2d097b42fcd8,EPC Sales Manager,ABB 4.0 서울,,market in accordance with Strategy. You will build long term customer relationships and manage resolution to specific...
https://kr.indeed.com/viewjob?jk=19125396b75a4285,Sales Operations - Order To Cash,W. L. Gore & Associates 3.8 서울,,"Maintain Standard Price List including monitoring of long- term contractual pricing agreements for discounts, commissions, etc..."
https://kr.indeed.com/viewjob?jk=13930c7d3145e817,"3 Months Bank Contractor, Global Investm...",Bank of America 3.8 서울,,"Our Business Global Investment Banking focuses on building long- term relationships with more than 3,000 large corporations..."
https://kr.indeed.com/viewjob?jk=01618620f92a3135,Lead Sales Representative,Stryker 서울,,"achieve financial goals... business. Develop short- term and long- term marketing strategy, execute marketing plans through..."
https://kr.indeed.com/viewjob?jk=bdc85b5f10573a3a,WWPS Education Program Manager,Amazon Web Services Korea LLC 서울,,"Program strategy and coverage, recruit, motivate, and develop long term relationships with key government agencies, education..."
https://kr.indeed.com/viewjob?jk=fdaa6ff4f965ae85,Service Delivery Manager,한국그런포스펌프 충청북도 음성,,short- and long- term results In alignment... model Short- term Plans and Budgets Responsible for short- term plans and budgets...
https://kr.indeed.com/viewjob?jk=86dec08aadff1233,Team Leader Recruitment,텐센트 코리아 서울 강남구,,overall insights... Korean market Carry out long- term strategic tasks Qualifications: Total 5~8 years of working...
https://kr.indeed.com/viewjob?jk=73c22021540acd71,Integrated Planning Manager,Netflix 서울,,roles and titles to get great work done... role: Long- Term Planning - you will assess opportunities for APAC markets...
https://kr.indeed.com/viewjob?jk=491fc316c1e369d1,"Partnerships Manager - Mid-Market, Korea",TikTok 서울,,functional teams to improve the efficiency and build long term growth. Qualifications 1. BA/BS degree or above. 2. 2-10 years...
https://kr.indeed.com/viewjob?jk=aee5c9a9e54f4db9,Business Controller,ABB 4.0 서울,,"delivers the insights we need to make successful, long- term business decisions. ABB's Robotics and Discrete Automation..."
https://kr.indeed.com/viewjob?jk=d858a270a940c293,Management Team | Gangdong-gu | Seeking...,POLY Gangdong 서울,,Responsibilities POLY Gangdong is looking to add a new long term member... school management staff. The right...
https://kr.indeed.com/viewjob?jk=f13369c7c0fdbc26,Research Manager,The Coca-Cola Company 서울,,Human insight – Long term Generate superior... You’ll Do for Us Human Insight – long term: Macro force trend update before LRP...
https://kr.indeed.com/viewjob?jk=6f3e2893f08bb8ed,Sr. Account Executive,opentext 서울,,"revenue and identifying, developing, and maintaining long- term constructive and effective client relationships You are great..."
https://kr.indeed.com/viewjob?jk=b01f2c6d2106d6c3,Key Account Management Admin,Diageo 4.0 서울,,Office Contract Term : 1 yr Diageo... Worker Type : Fixed Term Contract (Fixed Term) Primary Location: Seoul Office...
https://kr.indeed.com/viewjob?jk=a7fd1998db48f335,Salesforce Developer,IQVIA 서울,,"time, costs and results Define and implement long- term technical architectures / integrations - sustainable - scalable..."
https://kr.indeed.com/viewjob?jk=a9914c8a7047b363,Adhesive_Technical Customer Service Inte...,Henkel 대한민국 +1 지역,,"천안 근무 가능자 JOB ID: 20009624 Contract & Job type: Full Time, Limited Term Contact information for application-related questions..."
https://kr.indeed.com/viewjob?jk=7d4a4bb28b841dde,Brand Manager (4-8y),Success Korea 서울 여의도역 +2 지역,,capabilities... Annual & mid-long term business planning b. Analytic skills... Annual & mid-long term business planning...
https://kr.indeed.com/viewjob?jk=c05ad1702294846b,Enterprise Architect,Oracle 3.8 서울,,architecture strategy that delivers... customer’s long- term goals... work in collaboration with other pre-selling...
https://kr.indeed.com/viewjob?jk=8760aee511eafe36,외국계 IT 기업 - AE,Success Korea 서울 강남구,,line knowledge. - Ability to develop long- term strategic and executive level... develop long- term strategic and executive...
https://kr.indeed.com/viewjob?jk=f9e94595463d885e,SAP CS consultant,Kryptos Technologies limited 대한민국,,end Rental solutions & designed processes for Long term rental management We are also looking for people with integration...
https://kr.indeed.com/viewjob?jk=e7cc75e364930f7a,Operational Excellence Project Manager,Success Korea 서울 성동구,,projects for achieving operation goals. Define and implement long term productivity roadmap through innovation and process...
https://kr.indeed.com/viewjob?jk=a13addaf3d0ee3a1,"Manager, Technical Support for Cell Cult...",Thermo Fisher Scientific 3.5 서울,,engagement for near- term revenue gains... portfolio to build a foundation for long term growth Utilizes intelligence-based...
https://kr.indeed.com/viewjob?jk=95128c1c6513ef34,"Sales Manager, Cargo and Foodservice, Co...",Emerson 대한민국,,"Foodservice business in South Korea Develop and maintain long- term relationships with business decision makers, influencers..."
https://kr.indeed.com/viewjob?jk=f19ba1ef728fc6d8,Customer Development Specialist (Trade m...,Success Korea 서울,,quantity... pack by account. - Recommend how to deal with long term inventory. 3) Analyze the promotion pack. - Analyze...
https://kr.indeed.com/viewjob?jk=422c429f445c97f4,"Partnerships Manager - Mid-Market, Korea",Bytedance 서울,,functional teams to improve the efficiency and build long term growth. 1. BA/BS degree or above. 2. 2-10 years of overall...
https://kr.indeed.com/viewjob?jk=707a6b29da0334b7,Brand Manager,Takeda Pharmaceuticals 서울,,Develop new product ideas and concepts in line with mid- term business strategy. *Strategic Sales planning Define business...
https://kr.indeed.com/viewjob?jk=8a7288f15c4b8cd9,Business Development Manager,HILTI 대한민국,,"leadership... authority, negotiation skills. •Long- Term Strategic Thinking: Capable of explaining and transmitting..."
https://kr.indeed.com/viewjob?jk=b958874f519a7b55,"Sr. Director, Logistics Transportation",Coupang 3.0 서울,,"an opportunity to think big? Can you develop a holistic, long- term Transportation Network strategy... optimally flow..."
https://kr.indeed.com/viewjob?jk=cc100aca060767e8,E-retailer&CRM manager,Success Korea 서울 강남구,,"execution of new recruitment promotion with long- term and short- term program 4/ DM, MMS: customer data segment (Campaign Set..."
https://kr.indeed.com/viewjob?jk=353a50aa0d13269f,Business Development Senior Manager (1ye...,Klook 서울,,"suppliers, and create merchant success plans for long term sustainable partnership. Provide training and daily operational..."
https://kr.indeed.com/viewjob?jk=94d58652d269345e,KEPCO English Teacher / Part-time / (Naj...,SLI(Solution for Learning Innovation) 대한민국,,Starting date : 2nd of November 2020 ~ onwards (3months each term) * Students : Adults small group lesson (Company employee...
https://kr.indeed.com/viewjob?jk=1ed0d470d1b09a5f,Intern - Economic Affairs,United Nations ESCAP 인천,,commission of any... acts. The term “sexual exploitation” means any actual... conditions. The term “sexual harassment...
https://kr.indeed.com/viewjob?jk=6233d102fd9a4e08,Partner Development Manager,Equinix 서울,,prospective partners Supervises the management... long- term relationships with partner · Supervises the team to ensure...
https://kr.indeed.com/viewjob?jk=1494cebcd22fca65,Senior Business Analyst (Retail FP&A),Coupang 3.0 서울,,"business from finance perspectives, including annual/long- term planning to weekly/monthly/quarterly reviews, bringing total..."
https://kr.indeed.com/viewjob?jk=450fa590d22a614e,Telesales Business Development Represent...,Oracle 3.8 서울,,Working knowledge of Oracle products preferred. Desire... long- term career in sales preferred. Two years relevant business...
https://kr.indeed.com/viewjob?jk=1443b2d7a818d65e,Sales Development Representative,Sendbird 서울,,"identify the right customers, qualify them, help nurture the long- term relationship and convert them to real opportunities..."
https://kr.indeed.com/viewjob?jk=1e0ed7bee9f37f39,Linux Sales Representative,Oracle 3.8 서울,,"exceeding the long term territory revenue... eco-system, Building the basis for long term future success · Team work and team..."
https://kr.indeed.com/viewjob?jk=b4a20a783c1bf7a0,Account manager,OSIsoft 서울,,willing to learn Motivated by results and ultimately long- term customer satisfaction Ability to travel to customer sites...
https://kr.indeed.com/viewjob?jk=8c472a97f144b822,Supervisory Engineering Technician,US Department of the Army 4.3 서울,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=0830cb365f87d48e,"MITG Sales Rep I-II, Reg/Ctry",메드트로닉코리아 서울 강남구,,"Responsible for developing, building, and strengthening long- term relationships with stakeholders including distributors..."
https://kr.indeed.com/viewjob?jk=0562d1653fb73460,Associate Marketing Manager,Stryker Corporation 서울,,technical support for sales team to achieve short/long- term sustainable growth Build and execute promotional action plan...
https://kr.indeed.com/viewjob?jk=b1c6bb91e58f5595,Account Manager Automotive and Furniture,Lectra 서울,,"new prospects Develop and manage long term customer relationship and strengthen... business development, long and short term"
https://kr.indeed.com/viewjob?jk=d7e0bdeef4b7d137,HR & Admin Manager,Success Korea 서울 중구,,organizational effectiveness (translate long term strategic and short term operational challenges into people related plans...
https://kr.indeed.com/viewjob?jk=d6026a1db9c8ca31,Tech Business Development Associate,PUBG 서울,,"프로세스 지원 파트너쉽 관련 협의/계약 협상 지원 - 당사의 협상력을 높이고 파트너사와 건강한 long- term relationship을 구축할 수 있도록, BD Manager를 지원하여 계약 체결 프로세스 지원 [지원..."
https://kr.indeed.com/viewjob?jk=ec405562cb3b63e2,Sales Executive,LATOKEN 서울,,B2B sales/marketing... entrepreneurship is a big advantage Long- term belief... future of asset tokenization Strong...
https://kr.indeed.com/viewjob?jk=73a0da96be7b856c,"Principal, Brand Management - 가전제품 (Glob...",Coupang 3.0 서울,,"Customer."" Never sacrifices customer experience for short- term goal Qualifications: Over 6 years related work experiences..."
https://kr.indeed.com/viewjob?jk=f6454e14329901f9,Head of Sales-Mid-Market,Bytedance 서울,,functional teams to improve the efficiency and build long term growth. 1. BA/BS degree or above. 2. 10+ years of overall...
https://kr.indeed.com/viewjob?jk=9ad48ff8615650a9,Logistics Specialist,Success Korea 서울 여의도역,,"solutions"" 3. Logistics strategy development - Short term / Mid- term strategy develop in line with local and region business..."
https://kr.indeed.com/viewjob?jk=8064445c585b276b,Sales Manager - Pipeline,Medtronic 3.9 대한민국,,"strengthening long- term relationships... implant, post-operative care and long- term use... HVAD system Supports all..."
https://kr.indeed.com/viewjob?jk=f4750c486cc78516,Application Engineer Consultant - HAV,Mentor Graphics (Korea) LLC 4.0 경기도 성남,,build and improve customer relationships to ensure long term customer satisfaction. Works closely with area sales management...
https://kr.indeed.com/viewjob?jk=be3c99437bbff38c,"KA Sales Rep, Patient Monitor and life s...",Success Korea 서울 강남구,,objectives. -Explore more business innovation and make long term business plan. -Responsible for customer group breakthrough...
https://kr.indeed.com/viewjob?jk=4d0d841a1dd59caa,KR_HP_Healthcare affairs manager,Boehringer Ingelheim 4.1 대한민국,,"animals... family owned company, we focus on long- term performance. We believe... we have talented and ambitious..."
https://kr.indeed.com/viewjob?jk=d06a37f684a28ca2,Fire Protection Specialist,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=f671b28649cdf20b,MCS Sales Manager,Medtronic 3.9 대한민국,,"strengthening long- term relationships... implant, post-operative care and long- term use... HVAD system Supports all..."
https://kr.indeed.com/viewjob?jk=35b56136af43b0fd,"Account Strategist, Mid-Market Sales (En...",Google 4.3 서울,,"critical growth engine for clients in GCS. Through long- term relationship development, we are dedicated to understanding..."
https://kr.indeed.com/viewjob?jk=dc389a737f47d5dd,FMCG기업 Brand Manager ( ASAP ),허브커리어 서울 강남구,,"< 담당업무 > -Develop brand strategy and brand plan in long term and short term including volume, profit and share projection etc..."
https://kr.indeed.com/viewjob?jk=32028b66c724aba2,Mindshare | L'Atelier Senior Digital Pla...,Mindshare 서울,,Grow team’s strategic capabilities and develop sound long term strategic plans for all the key brands. What you will need...
https://kr.indeed.com/viewjob?jk=a371ac59ee0e10ee,Help Desk Technician,Vision Information Technology Consultants LLC 대한민국 +1 지역,,"We work side-by-side with our clients as a trusted, long- term partner offering innovative consultation and leadership..."
https://kr.indeed.com/viewjob?jk=813763a0e3a4c87b,Regional Product Support Engineer,ASM 대한민국,,internal and external stakeholders. Understand and build long- term innovative global technology systems that enable enhanced...
https://kr.indeed.com/viewjob?jk=d105b09adbfd7424,Radio Research Manager (5G),Success Korea 서울,,"Investigate the underlying causes and identifies short and long- term solutions, and perform techno-economical analysis..."
https://kr.indeed.com/viewjob?jk=424efc3524217e25,외국계 상용차 재무기획(차장급),Success Korea 경기도 용인,,have a responsibility of company strategy for both short- term and long- term... Directly report to controller for various...
https://kr.indeed.com/viewjob?jk=7ca5258b3638f2ab,KR_HP_Job Posting_Medicine_MSL_Oncology,Boehringer Ingelheim 4.1 대한민국,,"animals... family owned company, we focus on long- term performance. We believe... we have talented and ambitious..."
https://kr.indeed.com/viewjob?jk=7ce0c16b77a5e8d7,MEDICAL DIRECTOR,Success Korea 서울 강남구,,credible and long term relationships... Proactively develop credible and long term relationships with head office medical...
https://kr.indeed.com/viewjob?jk=3913189c1b6f4ab3,KAIST 응용과학연구소(신소재공학과 나노소재및첨단분석연구실) 연수연구원...,카이스트 4.0 대전 유성구,,soojeong_kim@kaist.ac.kr Vacancy Announcement for Fixed- Term Position from KAIST Dept. of Materials Science and Engineering 1...
https://kr.indeed.com/viewjob?jk=8d256d2e65c0da6e,KAIST 정보전자연구소(KIXLAB) 연수연구원(Post-Doc) 모집...,카이스트 4.0 대전 유성구,,350-7748 / oksil@kaist.ac.kr Vacancy Announcement for Fixed- Term Position from KAIST [ Institute of Information Electronics...
https://kr.indeed.com/viewjob?jk=196d3c15a720c9e4,Supervisory Industrial Engineer,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=450fa590d22a614e,Telesales Business Development Represent...,Oracle 3.8 서울,,Working knowledge of Oracle products preferred. Desire... long- term career in sales preferred. Two years relevant business...
https://kr.indeed.com/viewjob?jk=dda555263a5305c8,Solutions Engineer - South Korea,Datadog 서울 +1 지역,,continues to innovate... well positioned... long term. Equal Opportunity at Datadog: Datadog is an Affirmative...
https://kr.indeed.com/viewjob?jk=367a1662f116f5d5,LCSW/LPC - Counselor,Patriot Enterprises LLC 대한민국,,"abuse programs, or any referrals to resources for long- term treatment. Those who have received such care shall be required..."
https://kr.indeed.com/viewjob?jk=e8c5cc2e7f09d8ab,RAN Technology Manager,Success Korea 서울,,relevant information to T&I and MBB for Nokia mid- to-long term strategy and roadmapping. ? Actively participate in inter-BU...
https://kr.indeed.com/viewjob?jk=f8200bf984c6f4d6,글로벌 반도체소재 기업 Finance manager 경력 정규직,에스엠아이 충청남도 논산,,"our customers` expectations. Our goal... deliver long- term social, environmental and economic value guided by our purpose..."
https://kr.indeed.com/viewjob?jk=45c58991acce7bee,"Sr. Director, Logistics Operations",Coupang 3.0 서울,,"judgment, able to step back and look at long term vision... department growth... step back and look at long term vision..."
https://kr.indeed.com/viewjob?jk=df7ec5d31adfea75,Technical Artist - Developer Relations,Epic Games 서울,,"telemedicine, Life and AD&D, long term disability insurance as well as weekly indemnity (short term disability), retirement..."
https://kr.indeed.com/viewjob?jk=06f3beabb15decc0,기술영업 이사(GM),Success Korea 경기도 과천,,Engage and participate in supplier visits -Build long- term suppliers partnerships * Customer Relationship - Visit key...
https://kr.indeed.com/viewjob?jk=73f9814f9c834c41,Digital Marketing Manager,Hasbro 대한민국,,optimal resources/investment in Korea to drive robust long- term growth. Establish and run rhythms of business with related...
https://kr.indeed.com/viewjob?jk=de0d21966a3ee254,"Field Sales Representative, Enterprise,...",Google 4.3 서울,,"relationships with enterprise customers. Influence long- term strategic direction, and serve as a business partner. Negotiate..."
https://kr.indeed.com/viewjob?jk=277a65d1fa644a27,Security Service_SoC Manager (계약직),IBM 3.9 서울,,"apparent security breaches •Play a significant role in long- term SOC strategy and planning, including initiatives geared..."
https://kr.indeed.com/viewjob?jk=213e940c511f084b,Sales Operations Manager (10 month contr...,Apple 서울,,"complementary teams that balanced between delivering on short- term revenue goals, while seeing around corners to enable..."
https://kr.indeed.com/viewjob?jk=03c67b34ce01888f,KR_AH_Sales Trainer,Boehringer Ingelheim 4.1 대한민국,,"animals... family owned company, we focus on long- term performance. We believe... we have talented and ambitious..."
https://kr.indeed.com/viewjob?jk=da83ccf654e10ff8,Lead Engineer - McKinsey Digital (18-mon...,McKinsey & Company 4.3 서울,,source technologies together with traditional Enterprise software products... position... fixed term of 18 months.
https://kr.indeed.com/viewjob?jk=473bf58549e57473,계약직 데이터애널리스트,모닝스타코리아 대한민국,,Morningstar’s investment principles to deliver great long- term investment results and help investors reach... financial...
https://kr.indeed.com/viewjob?jk=e884777ed050056e,Financial Intelligence Manager,Thermo Fisher Scientific 3.5 서울,,"growing organization has an exceptional strategy... near term and beyond. Take your place on our strong team, and help..."
https://kr.indeed.com/viewjob?jk=e78517f25e25b10b,"Sr. Manager, Instock Planning (Fresh)",Coupang 3.0 서울,,norms) Network DOC design for long term space planning Inventory health policy... Inventory planning long term strategy...
https://kr.indeed.com/viewjob?jk=ee582eab7f2f7373,수석개발자,Success Korea 서울 강남구,,"software, ensuring the software is evolving... right long term direction while bringing value to customers iteratively..."
https://kr.indeed.com/viewjob?jk=aa7e7d787add9219,Senior Customer Success Manager,PTC 서울,,ensures the collective executive level support for driving long term technical and operational improvements. • Understanding...
https://kr.indeed.com/viewjob?jk=9e275d4978dece87,Partnerships Manager - Key Account - Kor...,TikTok 서울,,functional teams to improve the efficiency and build long term growth. Qualifications 1. BA/BS degree or above. 2. 4-10 years...
https://kr.indeed.com/viewjob?jk=cbfc3e456d0a35f1,SENIOR BACKEND DEVELOPER,Cobblestone Energy 서울,,trading... short- term wholesale... our industry over time is key to long term success... role... rare...
https://kr.indeed.com/viewjob?jk=06995d4800ce38f3,Field Application Engineer (FAE) – Korea...,LUCID Vision Labs 대한민국,,"grow your career... company grows Permanent, long- term employment in a pleasant and fun environment Email us at careers..."
https://kr.indeed.com/viewjob?jk=f48afc1d4b12d4ad,"General Manager, Amazon Advertising",Amazon Services Korea LLC 서울,,"existing client and agency relationships to drive large, long- term deals with top brand advertisers · Represent Amazon at key..."
https://kr.indeed.com/viewjob?jk=6492627f9b86bf0c,Sales ( Service Product Specialist),"Agilent Technologies, Inc. 서울",,maintaining... satisfaction. Maintains positive ongoing long- term relationships with key customers. Interprets customer...
https://kr.indeed.com/viewjob?jk=0049e64a61fecda5,IMC- PR Mgr,Success Korea 서울 강남구,,자격요건 담당직무 1.Draft and develop competitive short & long term digital strategy 2. Improve digital media spending effectiveness...
https://kr.indeed.com/viewjob?jk=23f0b4bfc862f18a,Clinical Research Manager,MSD 서울,,local and regional strategy development consistent with long- term corporate needs in conjunction with Regional Operations.한국의...
https://kr.indeed.com/viewjob?jk=bbe06a4c1be26dc9,Head of Sales-Mid-Market,TikTok 서울,,functional teams to improve the efficiency and build long term growth. Qualifications 1. BA/BS degree or above. 2. 10+ years...
https://kr.indeed.com/viewjob?jk=03adbb7b61e66a8c,"Partnerships Manager - Agency, Korea",Bytedance 서울,,functional teams to improve the efficiency and build long term growth. 1. BA/BS degree or above. 2. 4-10 years of overall...
https://kr.indeed.com/viewjob?jk=7284861dc112dd92,Sr Brand Manager - Food (Global Sourcing...,Coupang 3.0 서울,,"Customer."" Never sacrifices customer experience for short- term goal. Qualifications... ideal candidate will possess..."
https://kr.indeed.com/viewjob?jk=c154b26996c9860f,Technical Team Lead - Korea,CPA Global Limited 서울,,record creating and establishing long- term relationships with clients. Ability... Conduct... long term success of our...
https://kr.indeed.com/viewjob?jk=80803e223529f442,Store manager,Dyson 서울,,realistic retail operating plan... short term (12 months) and medium term (2-3 years) Be fully versed... content...
https://kr.indeed.com/viewjob?jk=6d0b417a574d88da,Global Payroll Accounting,Coupang 3.0 서울,,Oversee the accounting for long- term incentive awards... include... reconciliation... long- term incentive...
https://kr.indeed.com/viewjob?jk=94e626093b352049,Talent Acquisition Specialist,Success Korea 서울 강남구,,글로벌회사) 업무내용/자격요건 담당직무 -Develop a strategy to secure a long- term inflow of high caliber talents for all of our ventures from...
https://kr.indeed.com/viewjob?jk=b4a1ec96dbff425b,Youth Ministry Director at Camp Humphrey...,Christian Career Center 경기도 평택,,stationed all over the world... military brats” (a term of endearment) live in an environment where... military...
https://kr.indeed.com/viewjob?jk=02dcad01d5cffeb6,Net Revenue Management Planner (contract...,Diageo 4.0 서울,,Consumer Marketing / Marketing Worker Type : Fixed Term Contract (Fixed Term) Primary Location: Seoul Office Additional...
https://kr.indeed.com/viewjob?jk=83aca4a96d00fb64,EPC Sales Engineer,"Atlas Copco Korea Co., Ltd. 경기도 성남",,"Defining the quoted price through information of delivery term, contract term... relative difficulty... project..."
https://kr.indeed.com/viewjob?jk=9d644c2ab381c979,Partners Marketing Manager,Coupang 3.0 서울,,domains/channels based... Coupang Partners' mid/long term strategy Qualifications: BA / BS degree 7+ years' experience...
https://kr.indeed.com/viewjob?jk=cab47ae826e4e85f,Marketing Manager,CooperVision 대한민국,,priorities in both short- and long- term plans. Expand the opportunities... team to develop long term and sustainable...
https://kr.indeed.com/viewjob?jk=932581a5e29a3adf,Sales representative,Berga Recycling 서울,,support... Inside sales department. - Build long term business relationship with existing and potential accounts...
https://kr.indeed.com/viewjob?jk=fac80e406b7db5b4,PROTOCOL SPECIALIST,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=05a93ec504aceaec,Global Account Manager,Vodafone 서울,,"partners... drive profitable and long- term revenue contribution, customer... profitable, long term business of those..."
https://kr.indeed.com/viewjob?jk=0e67b7ae3f9ad3a0,"Business Development Manager, Independen...",Google 4.3 서울,,Google. Build and maintain relationships to influence long- term strategic direction. Act as an advisor... customer...
https://kr.indeed.com/viewjob?jk=f7921db168dcf355,Key Account Manager (--4615),Bolloré Group 서울,,"Our team is looking... Key Account Manager to create long- term, trusting relationships with our customers in South Korea..."
https://kr.indeed.com/viewjob?jk=f5ec8439ac5d62b6,Enterprise Support Business Development...,Amazon Web Services Korea LLC 서울,,"long- term about the needs of complex... proposition, in order to build long- term business opportunity. You will engage..."
https://kr.indeed.com/viewjob?jk=4073954921a2a81d,마케팅 매니저,Success Korea 서울,,order to achieve the business objectives and long- term growth. - Aimed in meeting the higher customers satisfaction...
https://kr.indeed.com/viewjob?jk=2d214050c0c168cc,"Sales Business Development Manager, Stra...",Cisco Systems 4.1 서울,,winning capability within Cisco by contributing... long- term success of Cisco through the sharing of methodologies...
https://kr.indeed.com/viewjob?jk=81b20d03ccbf4157,Sales Engineer I (next Generation Comput...,Success Korea 서울 강남구,,influential people to sustain a long term relationship 경력 8년 이상 영어 가능한 분 Multi... sustain a long term relationship 경력 8년...
https://kr.indeed.com/viewjob?jk=163754754b74874d,ISV Success Manager,Amazon Web Services Korea LLC 서울,,"Sell... GTM activities and create/ maintain a long- term, scalable joint GTM model that drives partner and customer..."
https://kr.indeed.com/viewjob?jk=6315ef0fdac99d07,Teaching Business English Communication...,Speaking Proficiency Enhancement Program 대한민국,,"2020 ~ January 2021 (at SPEP Apgujeong Center, Seoul) Short- term (4-month) contract available [Salary] Based on 160..."
https://kr.indeed.com/viewjob?jk=3cc0f6ebeaa61255,[Janssen] Product Manager,Johnson & Johnson Family of Companies 4.2 서울,,short and long- term strategic marketing... translate them into clear short term and long- term strategies. 5) Self-driven...
https://kr.indeed.com/viewjob?jk=1af6307af84af946,[Janssen Vaccines] QC Manager,Johnson & Johnson Family of Companies 4.2 인천,,"assessment and drive to closure. • Capability to provide long- term planning of QC lab capabilities and capacity, including..."
https://kr.indeed.com/viewjob?jk=5eb0606b620d862a,"Supply Chain Manager, Korea",Tesla 서울,,negotiate on multiple variables to award longer- term strategic contracts that result in significant cost reduction...
https://kr.indeed.com/viewjob?jk=26a10711849b242c,RA Associate,BD 서울,,Employment Type: Fixed Term - 1 year contract Supporting new products registration Assessment NoCs (Notification of changes...
https://kr.indeed.com/viewjob?jk=548037d4c896c531,외국계기업 Brand Manager,허브커리어 서울 강남구,,"< 담당업무 > -Develop brand strategy and brand plan in long term and short term including volume, profit and share projection etc..."
https://kr.indeed.com/viewjob?jk=cafbd3d6df3b755d,Airfreight Export Administrator,Schenker Korea Ltd. 인천,,new year and chusok holidays. Group Term Life Insurance (AD&D) We offer a group term life insurance for accidental death...
https://kr.indeed.com/viewjob?jk=f5fdbee4fdd190e4,WWPS Project Manager - Cloud Innovation...,Amazon Web Services Korea LLC 서울,,"appropriately utilized, and short and long term schedules and goals are achieved. Experience with communications..."
https://kr.indeed.com/viewjob?jk=40886f8e9eae89d0,CIB - Equity Capital Markets - Originati...,"JPMorgan Chase Bank, N.A. 서울",,"drives everything we do. We strive to build trusted, long- term partnerships to help our clients achieve... business..."
https://kr.indeed.com/viewjob?jk=b13ea0152d997b60,Accounting Team Staff,Nexans 서울,,11/19/2020 - Republic of Korea - Seoul - Finance - Unfixed term - Full Time Country : Republic of Korea Location : Seoul...
https://kr.indeed.com/viewjob?jk=15f3cc4bbe1fe447,Korean Customer Service Representative (...,TalentWorldGroup Plc. 서울 • 원격 근무,,Freelance contract * project based opportunities * Long term cooperation agreement * Career development * Gamification...
https://kr.indeed.com/viewjob?jk=c6d8954db936c93a,Intern (February,Macquarie Group Limited 서울,,"principal investment. Job no: INT-955156 Work type: Fixed term Location: Seoul Category: Junior, Asset Management, Graduate..."
https://kr.indeed.com/viewjob?jk=484c2fb8541a6199,VP Sales – Korea,Efficient Power Conversion 서울,,develop long- term relationships... role Excellent balance of long term and short- term focus Proficiency in Microsoft...
https://kr.indeed.com/viewjob?jk=f17923f65039f6aa,Sales Specialist,ABB 4.0 서울,,market in accordance with strategy. You will build long term customer relationships and manage resolution to specific...
https://kr.indeed.com/viewjob?jk=794f536fe017d7e3,Principal Outposts Specialist,Amazon Web Services Korea LLC 서울,,have a demonstrated ability to think strategically and long- term about the needs of complex global businesses. The ideal...
https://kr.indeed.com/viewjob?jk=79f6f76def79d9ed,Intern,Macquarie Group Limited 서울,,"principal investment. Job no: INT-955383 Work type: Fixed term Location: Seoul Category: Junior, Asset Management, Graduate..."
https://kr.indeed.com/viewjob?jk=d75f829f737c6470,Logistics Specialist,W. L. Gore & Associates 3.8 서울,,"help control emissions, optimize processes, and deliver long- term value across manufacturing types. Learn more at gore.com..."
https://kr.indeed.com/viewjob?jk=eb7c2ad108586b4d,Plant Controller,OWENS CORNING 충청남도,,"Customer Focus Work Standards / Quality Contributing to Team Success MS office, English, Finance and Accounting term"
https://kr.indeed.com/viewjob?jk=1527264e0b5262ca,Program Manager Korea,International Republican Institute 서울,,"Washington headquarters staff, the LPM designs and implements a long- term strategy for IRI programs in-country... position..."
https://kr.indeed.com/viewjob?jk=b350146f789be998,Customer Service Rep,Sensata Technologies 경기도,,analyze short- term forecast and order... account feedback... relates to short term line loading. - Bachelor’s degree...
https://kr.indeed.com/viewjob?jk=c69ca3117feef088,MFLC Adult Counseling – Tiered Counselor...,"Strategic Resources, Inc. 대한민국",,greatest assets... single greatest factor in our long- term growth and success... our employees. When you join SRI...
https://kr.indeed.com/viewjob?jk=405ad88b7e50b6de,[베네통코리아/Benetton Korea] 무역 계약직,베네통코리아 서울 서초구,,"인증 여부 확인 - 해외물품대금 및 3PL 물류비용 결제 관리 1) 수입 물품 대금 결제: payment term 별 결제 날짜에 맞추어 지출결의서 작성 후 재경팀에 전달 2) 송금, LC, DA, DP방식에 따른 대금결제..."
